name,known_for_department,popularity
Dave Franco,Acting,4.0234
Joseph Zeng,Acting,3.2454
María Fernanda Yepes,Acting,2.9542
Christina Ricci,Acting,4.1784
Kajol,Acting,3.6668
Hiro Shimono,Acting,3.1139
Jack O'Connell,Acting,3.2847
Zhou Ye,Acting,3.7559
Sophie Turner,Acting,3.7927
Noah Wyle,Acting,3.5744
Amrish Puri,Acting,3.5337
Eddie Cibrian,Acting,3.405
Michael Jai White,Acting,3.3452
Daniel Craig,Acting,3.6651
Naveen Andrews,Acting,3.3968
Fang Jin,Acting,3.7824
Aayushi Jaiswal,Acting,4.1844
Ciarán Hinds,Acting,3.6081
Alec Baldwin,Acting,3.1371
Bai Lu,Acting,3.5984
Amy Sedaris,Acting,3.3942
Brendan Fraser,Acting,3.5932
Fairouz Ai,Acting,3.3045
Linda Hamilton,Acting,3.7425
Laura Dern,Acting,3.9751
Nikolaj Coster-Waldau,Acting,4.0218
Tian Xuning,Acting,3.7865
Ajith Kumar,Acting,3.405
Peter Dinklage,Acting,3.7899
Jena Malone,Acting,3.8766
Chow Yun-Fat,Acting,3.9082
Christoph Waltz,Acting,3.6662
Kat Dennings,Acting,4.0274
Tim Roth,Acting,3.6819
Yoko Mitsuya,Acting,3.8089
Samyuktha,Acting,3.6582
Matt Dillon,Acting,3.0994
Danny Trejo,Acting,3.3968
Colin Farrell,Acting,3.5128
Billy Crudup,Acting,2.7077
William Fichtner,Acting,3.752
Bill Nighy,Acting,3.7845
Yu Shuxin,Acting,3.6154
Aytek Şayan,Acting,3.2215
Xie Miao,Acting,3.8805
Geena Davis,Acting,3.0666
Laura San Giacomo,Acting,4.2408
Robert Duvall,Acting,3.5727
Roch Voisine,Acting,3.7537
Yui Ishikawa,Acting,3.1332
Kenjiro Tsuda,Acting,3.4453
Javier Bardem,Acting,3.5796
Kaoru Mizuki,Acting,2.9458
Ulaş Tuna Astepe,Acting,3.1766
Zack Snyder,Directing,3.9249
David Tennant,Acting,3.0109
Emily Rudd,Acting,3.7395
Peter Jackson,Directing,2.8479
Chen Heyi,Acting,3.4594
Helena Bonham Carter,Acting,3.7222
Annabel O'Hagan,Acting,3.2663
Kumiko Aso,Acting,3.7078
Hannah Waddingham,Acting,4.2387
Cary Guffey,Acting,3.1729
Tian Jiarui,Acting,3.1715
Piper Perabo,Acting,3.8452
Wang Xuan,Acting,3.5429
Billy Bob Thornton,Acting,4.1609
Martin Lawrence,Acting,3.0942
Johnny Huang,Acting,3.602
Marion Cotillard,Acting,3.7277
Helen Mirren,Acting,3.3861
Gino Cervi,Acting,2.2435
Tilda Swinton,Acting,2.9913
Xu Kai,Acting,3.5687
Ayaka Miyoshi,Acting,3.3139
Damián Alcázar,Acting,2.5936
Mari Somei,Acting,3.3024
Colin Firth,Acting,3.4598
Cole Sprouse,Acting,3.5425
Michael Miu Kiu-Wai,Acting,3.5416
Sophia Loren,Acting,3.541
Burak Özçivit,Acting,3.442
Kim In-ae,Acting,3.9185
Eric Dane,Acting,3.5374
Amrish Puri,Acting,3.5337
Stacy Keach,Acting,3.5291
Brian Cox,Acting,3.5273
Abigail Spencer,Acting,3.526
Forest Whitaker,Acting,3.5258
Park Hee-soon,Acting,3.5252
Martha Roth,Acting,3.5248
Tania Raymonde,Acting,3.5229
Ian McShane,Acting,3.5221
Lily James,Acting,3.5192
Colin Farrell,Acting,3.5128
Koo Kyo-hwan,Acting,3.4975
Bryce Dallas Howard,Acting,3.4962
Amber Heard,Acting,3.4938
Gianna Jun,Acting,3.6622
Tan Songyun,Acting,3.4312
Kathryn Bernardo,Acting,3.6593
Robin Williams,Acting,3.1318
Tetsushi Tanaka,Acting,3.6575
Renato Godinho,Acting,3.6554
Sinem Ünsal,Acting,3.112
Jennifer Lopez,Acting,3.1263
Ron Perlman,Acting,3.7634
Josh Duhamel,Acting,3.0368
Heath Ledger,Acting,3.6195
Shota Sometani,Acting,3.6365
Haley Lu Richardson,Acting,3.6359
Simon Pegg,Acting,3.2765
Kim Ju-eun,Acting,3.6337
Yoo Su-bin,Acting,3.6312
Megumi Hayashibara,Acting,3.2359
Mackenyu,Acting,3.6285
T.K. Carter,Acting,3.6475
Sam Rockwell,Acting,3.5993
Rachel Weisz,Acting,3.4697
Kevin James,Acting,3.4688
Ryeoun,Acting,3.4223
Jonah Hill,Acting,3.4621
Kathryn Bernardo,Acting,3.4607
Gianna Jun,Acting,3.46
Colin Firth,Acting,3.4598
Chen Heyi,Acting,3.4594
Gene Wilder,Acting,3.4573
Engin Akyürek,Acting,3.4572
Milena Vukotić,Acting,3.4482
Natalia Dyer,Acting,3.4463
Caitríona Balfe,Acting,3.4455
Kenjiro Tsuda,Acting,3.4453
Justin Long,Acting,3.4446
Lewis Pullman,Acting,3.4398
Yen Renee Durano,Acting,3.1436
Juri Kimura,Acting,3.0375
Tan Songyun,Acting,3.4312
Yui Tatsumi,Acting,2.9245
Denise Richards,Acting,3.0017
Maitreyi Ramakrishnan,Acting,3.5935
Nithya Menen,Acting,3.5911
Katherine LaNasa,Acting,3.5902
Lisseth Chavez,Acting,3.2538
Michelle Yeoh,Acting,2.8972
Anthony Mackie,Acting,3.476
Anton Batyrev,Acting,3.5869
Jay Harrington,Acting,3.5867
Bobby Cannavale,Acting,3.4745
Martha Millan,Acting,3.5831
Akira Kurosawa,Directing,3.2824
Dylan Sprouse,Acting,3.5808
İrem Helvacıoğlu,Acting,3.5792
Cobie Smulders,Acting,3.5782
Aya Asahina,Acting,3.5765
Tim Matheson,Acting,3.6661
Oona Chaplin,Acting,3.5752
William H. Macy,Acting,3.2761
Ben Stiller,Acting,4.2273
Joseph Quinn,Acting,3.3837
Claudia Cardinale,Acting,3.2669
Sofia Carson,Acting,3.2915
Reina Ueda,Acting,3.1762
F. Murray Abraham,Acting,3.0595
Mamoru Miyano,Acting,3.1653
Diora Baird,Acting,2.8364
Charles Bronson,Acting,3.0882
Wang Haozhen,Acting,3.7853
Siobhan Finneran,Acting,7.1553
Vivian Hsu,Acting,3.4839
Burak Özçivit,Acting,3.442
Tommy Lee Jones,Acting,3.9159
Kim In-ae,Acting,3.9185
Meghann Fahy,Acting,3.3404
Natalia Dyer,Acting,3.4463
Liu Yuning,Acting,3.5825
Thomas Brodie-Sangster,Acting,3.4185
Riz Ahmed,Acting,3.1305
Lauren German,Acting,3.6956
Clara Stack,Acting,3.3604
Akira Ishida,Acting,3.3374
John Leguizamo,Acting,3.2083
Takehito Koyasu,Sound,3.1895
Genesis Rodriguez,Acting,3.0278
Kevin James,Acting,3.4688
Neve Campbell,Acting,3.1625
Ntora Anagnostopoulou,Acting,2.0767
Ronda Rousey,Acting,1.8691
Terrence J,Acting,2.5389
Amy Schumer,Acting,2.8641
Guan Tingna,Acting,3.0622
Charlotte Riley,Acting,3.9605
Eva Longoria,Acting,3.0938
Heiko Ruprecht,Acting,3.6474
Kim Bum,Acting,3.6263
Richard T. Jones,Acting,2.6584
Paul Bettany,Acting,3.5466
Sally Field,Acting,3.2587
Rikako Aikawa,Acting,2.8358
Vincent D'Onofrio,Acting,3.2818
Jamie Foxx,Acting,3.2724
Rieko Miura,Acting,3.4281
Sam Lee,Acting,2.6683
Téa Leoni,Acting,3.2259
Wen Zhicheng,Acting,3.56
Caitríona Balfe,Acting,3.4455
Ananya Panday,Acting,3.1553
Ajay Devgn,Acting,3.0675
Jim Caviezel,Acting,3.47
Kazuya Nakai,Acting,2.9317
Vincent Cassel,Acting,3.0951
Brendan Gleeson,Acting,3.3036
Maggie Cheung,Acting,3.25
Jonathan Bailey,Acting,3.2868
Jared Leto,Acting,3.5942
Jameela Jamil,Acting,2.967
Yoon Se-na,Acting,3.3144
James Caan,Acting,3.0725
Tony Leung Ka-fai,Acting,3.1741
Deborah Ann Woll,Acting,3.2478
Emmanuelle Chriqui,Acting,3.329
Oniroku Dan,Writing,3.3762
Topher Grace,Acting,3.34
Ryeoun,Acting,3.4223
Brenda Song,Acting,3.3579
Tobey Maguire,Acting,3.3525
Chace Crawford,Acting,3.1339
Danny DeVito,Acting,3.2349
Valeria Nemchenko,Acting,3.4567
Ha Yoon-kyung,Acting,5.911
Wang Xingyue,Acting,2.8763
Dana Delany,Acting,3.333
Eric Dane,Acting,3.5374
Yuriko Yoshitaka,Acting,2.8692
Antonio Prieto,Acting,2.9194
Laurence Fishburne,Acting,3.3925
Ming-Na Wen,Acting,3.4267
Koo Kyo-hwan,Acting,3.4975
Zeynep Parla,Acting,2.9141
Jennifer Esposito,Acting,3.8782
James Gunn,Writing,3.0225
Yen Renee Durano,Acting,3.1436
Lucía Méndez,Acting,2.282
Steven Seagal,Acting,3.3429
Juri Kimura,Acting,3.0375
Arthur Chen,Acting,3.2168
Holly Cattle,Acting,3.2206
Bruna Marquezine,Acting,3.0197
Colby Minifie,Acting,3.2105
Yui Tatsumi,Acting,2.9245
Tom Blyth,Acting,3.7105
Gökhan Alkan,Acting,2.4091
Steve Zahn,Acting,3.2073
Jack Martin,Acting,3.2214
Lily James,Acting,3.5192
Maria Bello,Acting,3.3092
Paul Walter Hauser,Acting,2.981
Zach McGowan,Acting,2.863
Shin Hye-sun,Acting,4.5875
Kalyani Priyadarshan,Acting,3.4463
Sally Field,Acting,3.2587
Abigail Breslin,Acting,3.2585
Ken Watanabe,Acting,3.2582
Lisseth Chavez,Acting,3.2538
Jaime Murray,Acting,3.2958
Maggie Cheung,Acting,3.25
Deborah Ann Woll,Acting,3.2478
Walker Scobell,Acting,3.2468
Alanna Ubach,Acting,3.2458
Joseph Zeng,Acting,3.2454
Catherine O'Hara,Acting,3.2454
Yeung Fan,Acting,3.2436
Leslie Nielsen,Acting,3.2411
Haruka Tomatsu,Acting,3.5231
Megumi Hayashibara,Acting,3.2359
Priya Mishra,Acting,3.2358
Orlando Bloom,Acting,3.2352
Danny DeVito,Acting,3.2349
Mary McDonnell,Acting,3.2346
Cho Yeo-jeong,Acting,3.3583
Christian Slater,Acting,3.1372
Philip Seymour Hoffman,Acting,2.6522
Meng Ziyi,Acting,3.5667
Rikiya Koyama,Acting,2.8425
Asuka Saito,Acting,3.0977
Cameron Crovetti,Acting,3.2678
Shae Marks,Acting,2.8537
Jessica Biel,Acting,3.5428
Raffaella Carrà,Acting,2.3685
Aamir Khan,Acting,3.0591
Christopher Lloyd,Acting,2.8272
Cara Buono,Acting,3.314
Kristen Bell,Acting,3.2873
Michael Miu Kiu-Wai,Acting,3.5416
Hugh Laurie,Acting,3.1043
María Valverde,Acting,3.3418
Kappei Yamaguchi,Acting,3.2715
Mayumi Tanaka,Acting,2.9594
Toshihiko Seki,Acting,2.6528
Joey Wong,Acting,3.2237
Mark Harmon,Acting,3.2235
Valeria Nemchenko,Acting,3.2223
Holly Cattle,Acting,3.2206
Yoko Hikasa,Acting,2.8334
Ke Huy Quan,Acting,3.2189
Mickey Rourke,Acting,3.2181
Ayumi Ito,Acting,3.2179
Justin Theroux,Acting,3.2169
Arthur Chen,Acting,3.2168
Sarah Gadon,Acting,3.2163
Lee Sang-yi,Acting,3.4715
Nicola Coughlan,Acting,2.8793
Lin Yun,Acting,3.2139
Junko Takeuchi,Acting,3.2092
John Leguizamo,Acting,3.2083
Andrew Garfield,Acting,3.2077
Steve Zahn,Acting,3.2073
Yuichi Nakamura,Acting,2.8297
Christina Hendricks,Acting,3.2055
Jeremy Renner,Acting,3.072
Nguyễn Phan Linh Đan,Camera,4.2329
Yvonne Yung Hung,Acting,3.2268
Keeley Hawes,Acting,3.2028
Lochlyn Munro,Acting,3.1165
Zhou Yiran,Acting,2.8495
Tina Fey,Acting,2.9277
Gustaf Skarsgård,Acting,2.8471
Keith David,Acting,3.1006
Kit Harington,Acting,2.9665
吴 梦梦,Acting,3.3071
Leslie Bibb,Acting,3.0386
Danielle Panabaker,Acting,3.486
Ángela Contreras,Acting,5.1931
Amitabh Bachchan,Acting,2.7902
Finn Cole,Acting,3.3142
Simon Yam,Acting,2.9736
Ryan Cheng,Acting,2.9111
Hao Lei,Acting,2.7552
Yeung Fan,Acting,3.2436
Atsuko Takahata,Acting,2.7921
Johnny Dorelli,Acting,2.5874
Suzy,Acting,3.358
Lee Pace,Acting,2.8004
Kim Hye-yoon,Acting,3.3876
Katee Sackhoff,Acting,3.1425
Whoopi Goldberg,Acting,3.3678
Barry Keoghan,Acting,2.8892
Naomi Watts,Acting,3.1472
Thandiwe Newton,Acting,3.2805
MyAnna Buring,Acting,3.8371
Odette Annable,Acting,3.1318
Yoo Yeon-seok,Acting,3.1302
Anna Kendrick,Acting,3.3599
Joaquim de Almeida,Acting,2.8319
Seth MacFarlane,Acting,3.1017
Asami Mizukawa,Acting,3.3213
Judith Hoersch,Acting,2.3277
Benicio del Toro,Acting,3.0053
Blake Lively,Acting,2.9933
Lee El,Acting,2.7904
Ishaan Khatter,Acting,3.347
Ian McShane,Acting,3.5221
Sophie Nélisse,Acting,3.4009
Ving Rhames,Acting,3.0775
Oliver Platt,Acting,2.8636
Kalyani Priyadarshan,Acting,3.4463
Seth Green,Acting,3.0018
Prabhas,Acting,3.064
Adam DiMarco,Acting,3.1663
Maggie Q,Acting,3.1638
Junko Takeuchi,Acting,3.2092
Keke Palmer,Acting,2.916
Lilián García,Acting,1.4501
Joko Anwar,Directing,2.4334
Sophia Crawford,Acting,1.5625
Gong Yoo,Acting,3.1383
Macaulay Culkin,Acting,3.0918
Renee Rea,Acting,3.2923
Jaime Murray,Acting,3.2958
Rachel Brosnahan,Acting,3.1184
Lochlyn Munro,Acting,3.1165
Hiro Shimono,Acting,3.1139
Hayden Panettiere,Acting,3.111
Caleb McLaughlin,Acting,3.1104
Alexander Ludwig,Acting,3.1103
Bob Odenkirk,Acting,3.1094
Alona Tal,Acting,3.1062
Honor Blackman,Acting,3.1057
Mert Ramazan Demir,Acting,2.9848
Hugh Laurie,Acting,3.1043
Manuel Luís Goucha,Acting,2.3116
Seth MacFarlane,Acting,3.1017
Keith David,Acting,3.1006
Matt Dillon,Acting,3.0994
Asuka Saito,Acting,3.0977
Shota Sometani,Acting,3.0952
Vincent Cassel,Acting,3.0951
Tuba Büyüküstün,Acting,3.0946
Kang Min-woo,Acting,2.7916
Orlando Bloom,Acting,3.2352
Danny Ramirez,Acting,2.5194
Xiao Zhan,Acting,2.8913
Chris Pine,Acting,2.8594
Rashmika Mandanna,Acting,2.7154
Joe Pesci,Acting,3.0088
Jeremy Davies,Acting,4.0197
Samantha Morton,Acting,2.5185
Yoko Hikasa,Acting,2.8334
Liu Haocun,Acting,2.6877
Hayley Atwell,Acting,2.9654
Norman Reedus,Acting,2.8719
Lee Sang-yi,Acting,3.4715
Sela Ward,Acting,2.9064
Nicola Coughlan,Acting,2.8793
Francis Ng Chun-Yu,Acting,2.5903
Louis Koo,Acting,3.3519
Rajat Bedi,Acting,1.5216
Diego Luna,Acting,2.7206
Riho Yoshioka,Acting,2.7205
Lee Yuet-Sin,Acting,3.4824
Abbie Cornish,Acting,2.8798
Susana Giménez,Acting,4.1564
Ayanna Misola,Acting,3.5669
Ha Ji-won,Acting,3.0893
Gloria Lam Suk-Yan,Acting,1.8509
Kareena Kapoor Khan,Acting,2.9617
Dhanush,Acting,3.3445
Romi Park,Acting,2.8715
Alona Tal,Acting,3.1062
Parker Posey,Acting,3.3347
Ikue Otani,Acting,2.7867
Camila Morrone,Acting,3.0334
Justin Berfield,Acting,2.7539
Will Ferrell,Acting,2.8956
Tricia Helfer,Acting,2.6938
Mickey Rourke,Acting,3.2181
Evan Peters,Acting,3.1701
Saoirse Ronan,Acting,2.9004
Ahn Hyo-seop,Acting,3.0409
Mickey Rourke,Acting,3.2181
Evan Peters,Acting,3.1701
Saoirse Ronan,Acting,2.9004
Ahn Hyo-seop,Acting,3.0409
Satoshi Hino,Acting,2.6585
Dominique McElligott,Acting,3.0764
Lee Cronin,Directing,2.579
Ayumi Ito,Acting,3.2179
Jonathan Banks,Acting,2.8433
Indira Varma,Acting,2.7992
Jodi Lyn O'Keefe,Acting,2.839
Francesca Manzini,Acting,2.4697
Guillermo del Toro,Directing,2.6276
Alida Valli,Acting,1.6345
Kaya Scodelario,Acting,2.8392
Farrah Fawcett,Acting,2.9408
Wilson Bethel,Acting,2.893
Gemma Arterton,Acting,3.7411
Takeru Satoh,Acting,3.0733
Krista Allen,Acting,2.7723
Bruna Marquezine,Acting,3.0197
Philippe Leroy,Acting,3.0191
Felicity Jones,Acting,3.0177
Martha Millan,Acting,3.0157
Cary Elwes,Acting,3.0136
David Tennant,Acting,3.0109
Matt Clark,Acting,3.0103
Lauren Lapkus,Acting,3.0102
Nell Fisher,Acting,3.01
Joe Pesci,Acting,3.0088
Benicio del Toro,Acting,3.0053
John Wayne,Acting,3.0043
Priyanka Chopra Jonas,Acting,3.0034
Jun Shison,Acting,2.6074
Seth Green,Acting,3.0018
Denise Richards,Acting,3.0017
Wioleta Przystarz,Acting,1.3381
Susan Heyward,Acting,2.6346
John Hurt,Acting,2.9996
Olivia Colman,Acting,2.9973
Barış Baktaş,Acting,2.8076
Walker Scobell,Acting,3.2468
Carrie Coon,Acting,3.2015
Matt Clark,Acting,3.0103
Leslie Mann,Acting,2.9756
Yumi Yoshiyuki,Acting,3.9038
Ryotaro Okiayu,Acting,2.7662
Jennifer Garner,Acting,3.2007
Charlton Heston,Acting,2.9872
Stephen Lang,Acting,3.1211
Alexandra Breckenridge,Acting,2.6663
Miyu Irino,Acting,2.7184
John Hurt,Acting,2.9996
Gigi Proietti,Acting,2.4646
Tomokazu Seki,Acting,2.9151
Konomi Suzuki,Sound,2.2024
Hochu Otsuka,Acting,2.7917
Christina Hendricks,Acting,3.2055
Santiago Cabrera,Acting,2.7184
Aaron Paul,Acting,2.9447
Leslie Mann,Acting,2.9756
Liam Hemsworth,Acting,2.9749
Apphle Celso,Acting,2.9743
Marina Ruy Barbosa,Acting,2.9742
Shen Yue,Acting,2.5878
Simon Yam,Acting,2.9736
Horst Buchholz,Acting,2.9705
Alexander Skarsgård,Acting,2.9703
Jameela Jamil,Acting,2.967
Matt Bomer,Acting,2.9667
Kit Harington,Acting,2.9665
Hayley Atwell,Acting,2.9654
Nico Locco,Acting,2.9643
Ko Shibasaki,Acting,2.9642
Billy Burke,Acting,2.9635
Risa Mizuno,Acting,2.9622
Keith Carradine,Acting,2.9622
Gordon Tootoosis,Acting,2.9618
Kareena Kapoor Khan,Acting,2.9617
Mayumi Tanaka,Acting,2.9594
Mert Ramazan Demir,Acting,2.9848
Shohreh Aghdashloo,Acting,2.8467
Rupert Friend,Acting,2.912
Tomokazu Sugita,Acting,2.6988
Manuel Luís Goucha,Acting,2.3116
Ruth Gemmell,Acting,2.9394
Michael Keaton,Acting,3.0288
Yukari Tamura,Acting,2.762
Judy Greer,Acting,2.7975
Alexander Ludwig,Acting,3.1103
Matthew Lillard,Acting,3.2654
Dónal Finn,Acting,2.4277
Titus Welliver,Acting,2.6362
Alanna Ubach,Acting,3.2458
Colin Hanks,Acting,3.4294
Kang Min-woo,Acting,2.7916
Adrianne Palicki,Acting,2.7953
Joey Wong,Acting,3.2237
Katy O'Brian,Acting,3.077
Amy Smart,Acting,3.1386
Maggie Gyllenhaal,Acting,2.7144
Luke Grimes,Acting,3.0404
Kıvanç Tatlıtuğ,Acting,3.051
Saula Benavente,Production,1.5929
Nao Toyama,Acting,2.8613
Evangeline Lilly,Acting,3.0292
Henry Winkler,Acting,2.7161
Yoshimasa Hosoya,Acting,2.8463
Park Bo-gum,Acting,3.0501
Alejandro Speitzer,Acting,2.5079
Ko Shibasaki,Acting,2.9642
Alexander Skarsgård,Acting,2.9703
Wallace Chung,Acting,3.2167
Penélope Cruz,Acting,3.0609
Natsuko Takahashi,Writing,2.3852
Maaya Uchida,Acting,3.1271
Regé-Jean Page,Acting,2.7044
Shin-ichiro Miki,Acting,2.601
Sophie Ngan Chin-Man,Acting,2.8182
Malin Åkerman,Acting,2.8214
Sena Natsuki,Acting,4.8112
Song Yuqi,Acting,2.8891
Miryam Gallego,Acting,2.756
Eva Mendes,Acting,2.9367
C. Thomas Howell,Acting,2.7542
Ah Ri,Acting,3.0769
Allison Janney,Acting,2.8872
Tom Wlaschiha,Acting,2.8904
Risa Mizuno,Acting,2.9622
Jeremy Piven,Acting,2.771
Linda Evans,Acting,2.9342
Kaitlyn Dever,Acting,2.6664
Patrick Schwarzenegger,Acting,3.0242
Tania Raymonde,Acting,3.5229
Peter Stormare,Acting,2.596
Rie Kugimiya,Acting,2.3627
Oliver Hudson,Acting,2.819
Yu Rongguang,Acting,3.1803
Kim Ji-won,Acting,2.7667
Daniel Day-Lewis,Acting,2.8468
Peter Gardiner,Acting,2.9039
Michael J. Fox,Acting,2.9036
Liev Schreiber,Acting,2.9021
Ülkü Hilal Çiftçi,Acting,2.5765
Saoirse Ronan,Acting,2.9004
Tatiana Maslany,Acting,2.8997
John Lithgow,Acting,2.8996
Michelle Yeoh,Acting,2.8972
Will Ferrell,Acting,2.8956
Wilson Bethel,Acting,2.893
Kate del Castillo,Acting,2.893
Xiao Zhan,Acting,2.8913
Tom Wlaschiha,Acting,2.8904
Mariya Ise,Acting,2.5636
Maaya Sakamoto,Acting,2.8894
Song Yuqi,Acting,2.8891
Allison Janney,Acting,2.8872
Sterling K. Brown,Acting,2.675
Gina Gershon,Acting,2.8848
Rosario Dawson,Acting,2.8843
Alan Cumming,Acting,2.7834
Amanda Tapping,Acting,2.2326
Priyanka Chopra Jonas,Acting,3.0034
Michael Rapaport,Acting,2.5615
Rie Takahashi,Acting,2.7342
Kris Van Damme,Acting,2.8592
Dawn Olivieri,Acting,2.7437
Mary-Louise Parker,Acting,2.668
John Wayne,Acting,3.0043
Cindy Yip Sin-Yi,Acting,2.8791
Tomer Capone,Acting,2.7521
Vic Armstrong,Crew,1.2476
Angela Bassett,Acting,2.9321
Wang Xingchen,Acting,2.624
Kerry Washington,Acting,2.5348
Hakan Çelebi,Acting,2.854
Dustin Hoffman,Acting,3.7018
Lisa Kudrow,Acting,2.7546
Amanda Righetti,Acting,2.5377
Taka Katou,Acting,2.9775
Will Poulter,Acting,2.8664
Ninh Dương Lan Ngọc,Acting,6.5732
Bill Pullman,Acting,2.8655
Toshirō Mifune,Acting,2.8649
Yasuko Tomita,Acting,2.2982
Amy Schumer,Acting,2.8641
Oliver Platt,Acting,2.8636
Zach McGowan,Acting,2.863
Skyler Gisondo,Acting,2.863
Gugu Mbatha-Raw,Acting,2.9972
Nao Toyama,Acting,2.8613
Bob Burns,Acting,2.8609
James Remar,Acting,2.8596
Chris Pine,Acting,2.8594
Kris Van Damme,Acting,2.8592
Mädchen Amick,Acting,2.8587
Paul Giamatti,Acting,2.8587
David Alpay,Acting,2.8581
Paty Cofré,Acting,1.4475
Jason Lee,Acting,2.8552
Ayana Taketatsu,Acting,2.854
Shae Marks,Acting,2.8537
Peter Svatek,Directing,2.8517
Jamie Campbell Bower,Acting,2.8514
Tsutomu Yamazaki,Acting,2.8499
Zhou Yiran,Acting,2.8495
Ju Jingyi,Acting,2.8482
Peter Jackson,Directing,2.8479
Diane Kruger,Acting,2.8473
Gustaf Skarsgård,Acting,2.8471
Daniel Day-Lewis,Acting,2.8468
Shohreh Aghdashloo,Acting,2.8467
Bill Hader,Acting,2.8456
Yui Aragaki,Acting,2.8453
Megan Boone,Acting,2.8444
Chiaki Kobayashi,Acting,2.8438
Park Seo-jun,Acting,2.7704
Jonathan Banks,Acting,2.8433
Keiko Toda,Acting,2.8431
Rikiya Koyama,Acting,2.8425
Kenichi Suzumura,Acting,2.5174
Elizabeth Perkins,Acting,2.7381
Melissa McCarthy,Acting,2.6973
Adah Sharma,Acting,2.6467
Shen Yue,Acting,2.5878
Bruno Ganz,Acting,2.8825
Octavia Spencer,Acting,2.6499
Apphle Celso,Acting,2.9743
Chadwick Boseman,Acting,2.6
Ginnifer Goodwin,Acting,2.7094
John Cleese,Acting,2.7027
Yuma Uchida,Acting,2.6935
Yu Kobayashi,Acting,2.514
Liana Liberato,Acting,2.6246
Austin Butler,Acting,2.9495
Amanda Schull,Acting,2.798
AnnaSophia Robb,Acting,2.6874
Kōji Wakamatsu,Directing,2.4192
Michael C. Hall,Acting,2.4817
Ariana Grande,Acting,2.4883
Maddie Ziegler,Acting,2.8183
Sophie Ngan Chin-Man,Acting,2.8182
Mackenzie Davis,Acting,2.8181
Rachanun Mahawan,Acting,2.8173
Jean Smart,Acting,2.8173
Misaki Kuno,Acting,2.8172
Lee Sul-ah,Acting,2.8168
Huh Joon-ho,Acting,2.8163
Kathy Bates,Acting,2.816
Christopher Lee,Acting,2.8151
Rufus Sewell,Acting,2.8136
Brahmanandam,Acting,2.8129
Haruka Ayase,Acting,2.8126
Avery Konrad,Acting,2.8108
Tom Ellis,Acting,2.8104
Minnie Driver,Acting,2.8104
Barış Baktaş,Acting,2.8076
Roselyn Sánchez,Acting,2.8064
Marlon Brando,Acting,2.8064
Zhan Xuan,Acting,2.8046
Jimmy Karz,Acting,1.3999
Michael Shannon,Acting,3.0249
Zhan Xuan,Acting,2.8046
Yuko Oshima,Acting,3.051
Paul Newman,Acting,2.6922
Luis Guzmán,Acting,2.7739
Agnes Naomi,Acting,1.139
Arnold Vosloo,Acting,2.5792
Kim Seon-ho,Acting,2.7702
Mary Marquet,Acting,1.2601
Adam Scott,Acting,3.076
Zhang Ziyi,Acting,2.8312
Sai Tamhankar,Acting,2.9369
Sung Yeon,Acting,3.2039
Dylan Minnette,Acting,2.9356
Takumi Saitoh,Acting,2.3994
Lee Jin-uk,Acting,2.9248
Dina Meyer,Acting,2.5089
Sophie Thatcher,Acting,2.7447
Robert Sean Leonard,Acting,2.3584
Zhang Miaoyi,Acting,2.6842
Zhao Liying,Acting,3.0713
Barbara Anderson,Acting,2.6658
Rosario Dawson,Acting,2.8843
Lana Rhodes,Acting,2.7565
Hazal Subaşı,Acting,3.392
John Higgins,Acting,1.1201
Ayumu Murase,Acting,2.6413
Ayana Taketatsu,Acting,2.854
Toshiyuki Morikawa,Acting,2.4618
Bridget Moynahan,Acting,3.2921
Mackenzie Davis,Acting,2.8181
Juliette Binoche,Acting,2.6958
Peter Weller,Acting,2.7258
Yusuke Kobayashi,Acting,2.4642
Pinky Cheung Man-Chi,Acting,2.7738
Jenna Coleman,Acting,3.3523
Zhang Ruonan,Acting,2.8041
Yeo Yann Yann,Acting,2.0132
Shemar Moore,Acting,2.5334
Peter Weller,Acting,2.7258
Yusuke Kobayashi,Acting,2.4642
Pinky Cheung Man-Chi,Acting,2.7738
Jenna Coleman,Acting,3.3523
Zhang Ruonan,Acting,2.8041
Yeo Yann Yann,Acting,2.0132
Shemar Moore,Acting,2.5334
Nick Nolte,Acting,2.5596
Rebecca Hall,Acting,2.5085
Lisa Edelstein,Acting,2.8752
Bonnie Somerville,Acting,2.3218
Nana Mizuki,Acting,2.7372
Catarina Gonçalves,Directing,3.0297
Diane Kruger,Acting,2.8473
Mikako Komatsu,Acting,2.5604
Heather Feeney,Acting,1.2159
Casey Affleck,Acting,2.8287
Karl Willetts,Acting,2.6639
Chiaki Kobayashi,Acting,2.8438
Sarah Michelle Gellar,Acting,2.2577
Nick Zano,Acting,2.7806
Hazuki Kimura,Acting,2.7804
Richard Donat,Acting,2.7804
Yang Yang,Acting,2.7803
James Wan,Directing,2.7801
Gaten Matarazzo,Acting,2.7796
Nao Saejima,Acting,2.7787
Marcie Ulin,Writing,1.053
Li Xiaoran,Acting,2.7752
Anjali,Acting,2.7739
Luis Guzmán,Acting,2.7739
Pinky Cheung Man-Chi,Acting,2.7738
Aya Cash,Acting,2.7723
Krista Allen,Acting,2.7723
Jeremy Piven,Acting,2.771
Narges Takesh,Writing,1.2071
Kevin Leslie,Acting,2.7704
Stan Lee,Writing,2.7687
Michael Fassbender,Acting,2.7682
