age,daily_screen_time,social_media_hours,study_hours,sleep_hours,notifications_per_day,focus_score,distraction_score,addiction_level,productivity_score
19,5.08,3.59,6.88,5.148557,96.41976,100.0,2.296,Medium,63.751133
30,8.14,5.98,2.88,,297.2408,86.98,8.426,High,-2.3022609
33,10.98,9.65,2.6,4.267172,267.60526,61.74,10.31,High,7.2974753
18,10.1,4.61,4.14,6.719516,286.22083,100.0,9.448,Medium,28.624327
17,7.83,2.44,0.37,5.2349424,165.86739,98.95,7.044,Medium,2.534667
31,9.3,5.83,7.56,7.8133426,213.83707,100.0,6.662,High,73.190155
31,5.65,4.09,1.15,7.6947465,159.57498,100.0,5.78,Medium,21.702559
26,8.41,6.51,7.22,5.872082,74.7912,100.0,2.939,High,67.81864
28,6.66,2.77,0.67,7.3225064,84.22062,96.19,4.689,Medium,23.813957
35,3.9,1.78,6.58,4.248575,71.77483,,1.396,Low,67.43295
20,9.02,5.48,1.22,7.162445,162.11023,81.52,7.504,High,10.213189
17,7.56,3.77,0.31,6.0090995,127.857834,89.67,6.207,Medium,17.821993
23,5.59,4.56,5.76,4.8524833,78.95565,100.0,2.627,Medium,35.52415
19,11.11,6.49,2.24,7.892328,285.31744,81.59,10.423,High,13.871354
38,,1.72,5.72,4.6923656,30.35838,100.0,0.149,Low,64.468185
31,5.16,,4.44,6.6894464,174.68309,100.0,4.948,Medium,59.067383
28,2.57,1.96,0.87,8.698199,37.588215,100.0,1.904,Low,44.649685
35,9.67,4.83,7.46,8.148005,8.228528,,3.057,Medium,69.09853
17,9.02,7.21,3.62,8.097095,48.758625,,3.864,High,43.51935
15,5.31,2.47,5.88,4.9559603,33.039993,100.0,1.811,,61.80975
34,8.76,5.5,4.01,8.011359,239.1936,94.29,7.937,High,37.327045
35,,2.55,4.83,5.8687105,33.985226,100.0,2.791,Medium,58.148064
37,9.56,5.6,2.42,8.463907,251.00586,100.0,,High,7.9975953
15,6.54,3.21,1.6,7.0123734,76.77967,100.0,4.21,Medium,35.91897
17,6.12,2.82,4.34,6.801251,173.19,100.0,5.198,Medium,50.308292
32,11.35,9.99,3.52,4.741883,228.70311,69.13,9.039,High,-2.7600248
39,4.51,1.79,3.12,,8.769127,100.0,1.919,Low,52.85543
24,3.2,2.47,5.38,7.933191,78.21164,100.0,1.726,Medium,88.73284
36,7.85,6.99,5.52,8.147041,266.13,96.1,7.189,High,38.04559
17,11.69,3.65,0.37,4.0440598,139.75105,86.52,8.534,Medium,5.477973
22,5.78,4.16,2.71,8.301759,40.676643,100.0,2.757,Medium,35.453064
28,2.62,1.18,3.29,4.540612,76.70141,,1.843,Low,30.690937
38,5.39,1.75,0.78,6.626282,74.013535,100.0,4.121,Low,48.94269
32,7.06,3.82,1.89,6.9954333,245.27411,98.57,7.943,Medium,7.224919
29,3.62,3.12,0.41,4.189815,44.52352,100.0,2.287,Medium,-5.733305
36,8.58,2.63,7.97,3.5939026,145.68726,100.0,4.699,Medium,73.3569
37,11.98,7.82,5.89,7.91577,268.90823,95.13,9.083,High,29.681736
16,6.52,3.92,0.7,6.2125616,260.37012,92.58,7.93,Medium,9.955838
24,5.55,4.57,0.16,4.6290636,149.36774,94.11,5.607,Medium,-5.4880476
16,6.01,2.11,5.75,7.551253,163.5618,100.0,4.62,Medium,74.44141
31,4.725,2.23,3.51,7.912234,503.98795,100.0,5.462,Medium,52.36676
22,10.83,7.67,6.29,7.2193933,,100.0,,High,21.593687
,6.15,4.31,7.39,4.7786503,19.851782,100.0,1.438,Medium,72.71739
23,5.87,5.08,4.79,3.3693962,68.70696,100.0,2.958,High,11.588278
25,8.6,6.83,1.5,7.5989466,206.61002,84.18,7.95,High,-3.0960746
36,6.42,2.09,6.26,7.078846,235.56738,100.0,5.852,Medium,73.38389
30,8.48,4.94,7.65,7.0137234,287.0824,100.0,7.425,Medium,68.38916
,2.61,1.41,4.64,8.03986,195.62703,100.0,3.433,Low,55.55748
24,10.14,4.93,5.46,6.5854545,129.83455,100.0,6.392,Medium,27.644829
37,11.41,6.51,2.7,4.815109,76.61891,89.29,6.435,High,5.448756
17,12.735,4.5,3.05,8.401524,470.2518,99.36,7.61,Medium,13.769261
32,11.55,6.46,5.88,7.128527,78.648415,100.0,5.911,High,49.607544
39,3.51,3.12,7.42,7.033086,117.00724,100.0,1.689,Medium,80.806465
38,6.77,2.39,5.03,8.245662,87.79138,100.0,3.876,Medium,99.387245
27,8.02,6.84,6.32,8.852178,204.65326,100.0,6.214,High,44.35816
21,11.73,4.6,1.37,6.597975,605.68164,92.15,9.239,Medium,1.2728208
39,6.01,,1.7,5.5078754,97.280136,100.0,4.455,Medium,-0.3202238
18,5.38,4.29,4.26,9.153715,160.57866,100.0,4.692,Medium,
27,3.27,1.69,1.41,7.6219826,155.08531,100.0,4.172,Low,44.24166
34,,3.3,5.08,6.8119864,8.871508,100.0,,Medium,70.632034
,3.63,1.98,2.33,,140.10422,100.0,3.876,Low,36.763687
22,9.34,4.9,6.33,6.522885,34.601837,100.0,3.191,Medium,39.616695
28,4.09,3.5,6.46,8.999297,28.048016,100.0,0.567,Medium,74.92314
30,2.59,2.07,3.71,6.907614,236.11916,100.0,5.442,Medium,39.62928
28,7.52,2.75,,8.202751,81.52877,100.0,5.025,Medium,43.39696
26,11.925,2.9,5.17,8.723914,571.3874,100.0,7.724,Medium,79.51416
33,10.72,5.97,7.94,7.9657555,117.85574,100.0,5.158,High,81.84881
37,7.77,2.79,4.98,8.694865,183.97806,100.0,6.331,Medium,54.09971
29,5.45,3.66,0.29,8.747881,79.256645,100.0,4.218,Medium,29.865265
16,10.03,3.87,0.14,5.6204824,232.59058,87.95,9.993,Medium,-0.22347283
16,,4.54,2.56,5.1870456,200.2611,88.41,,Medium,12.545021
37,2.79,0.85,1.57,7.999103,195.89282,100.0,4.644,Low,65.38709
36,7.66,3.75,6.5,5.7008905,252.5332,100.0,6.22,Medium,66.55365
33,11.08,7.83,6.76,4.871001,105.00367,92.88,5.092,High,26.634134
39,5.96,3.52,2.07,4.363165,89.48452,93.72,4.399,Medium,23.939512
36,4.96,4.4,2.61,5.3395643,77.94861,98.37,3.557,Medium,5.453669
36,3.43,2.83,1.89,7.348471,27.650642,100.0,2.048,Medium,32.546246
31,3.51,1.81,7.27,6.8499227,267.27063,100.0,4.814,Low,81.630646
34,6.33,2.07,4.02,4.356174,137.24211,100.0,4.659,Medium,40.252346
24,7.96,6.43,5.25,8.884974,189.71292,100.0,6.385,,30.394041
20,2.81,2.38,3.32,5.4508758,277.17493,100.0,6.029,Medium,39.21472
29,11.4,9.03,5.05,7.84936,130.62694,87.02,6.845,High,22.551292
36,9.55,3.6,3.09,,270.02548,100.0,9.548,Medium,22.884392
25,7.87,7.07,2.72,7.193989,39.97455,100.0,4.259,High,12.008677
19,10.28,4.68,5.08,,86.216644,100.0,5.536,Medium,32.252777
15,2.8,2.06,4.73,5.8380413,116.242676,100.0,2.401,Medium,58.26168
22,6.77,,2.35,7.902343,33.384583,100.0,3.3,High,-1.2497056
35,8.3,3.66,1.19,,77.72662,93.81,5.153,Medium,3.0136065
26,10.29,8.69,2.95,9.052555,271.92902,78.18,9.72,High,-4.6363416
26,9.83,4.77,3.32,7.441644,299.50912,98.73,9.279,Medium,10.554402
19,4.77,4.23,5.03,5.5711484,84.51959,100.0,2.696,Medium,33.823986
21,11.41,5.35,7.32,7.8541236,239.63809,100.0,7.829,High,63.9503
18,3.24,2.83,0.29,4.50413,284.6983,95.2,6.973,Medium,-1.5406636
20,10.75,3.57,1.95,7.357497,231.86295,95.93,9.61,Medium,17.449564
27,11.71,8.5,1.55,8.999325,74.8628,94.46,6.97,High,12.648432
34,3.77,2.33,4.02,4.7896914,172.73015,100.0,4.199,Medium,43.462784
29,9.22,5.41,3.44,7.2246747,235.58244,100.0,7.998,High,28.290504
17,2.4,1.04,5.83,6.8830023,289.5482,100.0,5.171,Low,79.2848
37,6.05,4.38,1.94,7.7268496,102.93738,100.0,3.523,Medium,24.13384
22,7.16,2.97,4.76,4.611009,277.04984,100.0,7.632,Medium,36.62498
34,7.81,,7.07,6.638557,49.35351,,2.624,Medium,56.94191
30,11.36,5.13,7.29,9.040722,191.65442,100.0,7.173,High,70.42376
27,8.72,7.62,7.67,5.2230935,55.72358,100.0,2.999,High,32.328407
32,6.81,2.16,6.19,7.356262,59.776894,100.0,2.988,Medium,76.91029
24,10.1,4.24,7.25,6.7651615,117.28903,100.0,4.955,Medium,55.09644
33,11.51,5.13,1.88,6.213879,144.68001,89.08,8.051,High,13.406177
31,,1.22,1.58,6.6960435,251.89346,100.0,,Low,57.020363
38,11.83,5.2,0.05,6.1090875,194.95393,81.58,9.58,High,0.78315115
33,2.86,1.7,5.65,5.25343,72.81779,100.0,1.055,Low,77.9428
37,10.14,8.35,7.5,8.985974,148.70961,100.0,6.32,High,48.190342
19,4.8,3.49,1.5,8.367506,287.30844,100.0,7.65,Medium,17.752699
35,3.32,2.15,5.1,4.4575105,288.60608,100.0,6.09,Medium,67.91677
37,6.4,2.26,5.97,6.776908,42.270966,100.0,1.889,Medium,69.14761
23,8.44,6.05,7.42,8.501542,112.71969,,4.014,High,39.85233
26,5.81,2.32,5.17,8.649052,135.82576,100.0,4.114,Medium,83.35284
35,2.55,1.97,,9.156762,309.5096,100.0,,Low,101.159836
15,,,2.76,9.043621,147.16536,100.0,,Medium,30.556631
15,11.02,6.06,2.8,4.671894,242.17062,83.21,9.35,High,-0.120269805
29,5.83,2.97,4.34,8.79292,34.818295,100.0,2.553,Medium,65.72824
16,4.16,3.39,3.07,8.202536,281.29782,97.03,6.919,Medium,34.118244
36,6.43,2.42,0.01,6.077928,34.20513,100.0,4.092,Medium,17.328857
30,2.48,1.59,5.85,6.5206437,19.895546,100.0,0.005,Low,66.57503
39,10.2,3.93,6.01,6.9257245,190.08488,100.0,7.557,Medium,51.882324
22,10.26,7.42,5.98,6.7876396,79.98857,100.0,5.316,High,34.703762
27,7.88,6.64,2.76,5.058861,37.452976,88.84,4.212,High,0.046942495
35,8.295,3.1,4.18,,538.74023,97.98,7.051,Medium,27.966661
15,10.0,5.93,2.88,5.1338677,129.20642,88.0,6.776,High,
30,7.55,6.47,0.13,5.8025107,221.89883,83.53,8.156,High,2.2514412
21,10.26,6.29,4.5,6.5062704,21.281164,100.0,4.44,High,25.815374
19,8.31,4.92,0.99,7.319871,186.47057,93.77,7.338,,14.324337
36,9.84,6.37,0.64,4.347598,79.64133,83.52,6.808,High,-5.8517265
37,7.99,5.7,6.04,8.385683,190.84691,100.0,5.363,High,46.490158
17,6.14,2.24,0.08,8.309656,121.755646,100.0,5.366,Medium,17.662792
26,11.58,9.18,7.67,8.866464,183.67715,100.0,7.569,High,30.56768
30,7.41,4.16,4.12,8.709022,214.01802,100.0,6.629,Medium,47.96392
33,8.05,2.76,7.86,4.160346,89.07234,100.0,3.687,Medium,
19,4.2,3.24,0.46,5.654031,215.33493,88.61,5.942,Medium,
36,8.26,4.35,,4.4948874,133.841,96.42,5.209,Medium,19.774212
39,7.72,2.78,2.79,8.8718605,245.9102,100.0,7.603,Medium,44.606876
28,3.85,2.62,6.75,5.76527,244.44751,100.0,5.26,Medium,68.13474
19,2.6,2.15,2.89,6.899881,80.88304,100.0,2.253,Medium,25.733719
29,8.04,6.69,2.08,8.081284,175.95204,85.28,6.996,High,4.822867
31,,8.43,6.86,8.223498,163.36327,100.0,5.802,High,
,7.23,5.93,3.0,7.965954,266.72488,92.38,7.895,High,18.887688
34,4.27,1.29,0.13,7.04173,94.43587,100.0,4.036,Low,42.448895
19,8.67,4.58,3.12,6.1878014,53.47759,100.0,4.939,Medium,14.887429
26,4.2,2.22,5.24,7.21743,281.61758,100.0,2.708,Medium,67.12014
30,6.42,3.34,2.03,4.535644,19.789278,100.0,3.201,Medium,16.500067
30,3.63,2.4,3.46,,58.00922,100.0,1.697,Medium,54.865047
35,3.84,2.55,0.45,5.992772,240.49309,97.47,6.305,Medium,26.287868
21,4.02,2.09,4.7,4.022051,245.32384,100.0,,Medium,33.263264
18,5.87,4.95,6.05,8.790178,255.38266,100.0,6.5,Medium,40.662014
15,,1.51,3.31,7.1694465,236.59679,100.0,4.802,Low,52.249535
19,,3.46,3.36,8.267279,,100.0,,Medium,54.22594
37,10.68,6.4,0.71,8.180719,178.23251,98.26,4.947,High,8.499933
24,6.83,4.07,1.62,8.772122,140.75107,100.0,5.749,Medium,28.245913
36,5.83,2.37,1.24,4.2301226,258.39023,98.71,7.703,Medium,
19,10.39,6.32,3.85,5.6189337,94.58338,81.21,6.54,High,4.6743913
18,3.45,2.72,4.23,8.724197,305.16132,100.0,6.416,Medium,45.434063
16,7.06,5.41,7.59,8.214818,57.553627,100.0,2.353,,86.808815
34,2.62,2.03,0.59,6.3580775,,100.0,2.273,Medium,
24,2.71,1.96,4.8,6.718505,82.00449,100.0,1.735,Low,70.83963
33,7.74,3.5,4.21,4.4088545,75.15228,100.0,4.107,Medium,23.029028
15,7.66,6.26,4.13,8.191489,223.76253,100.0,6.311,High,38.4479
38,16.17,9.01,6.99,4.723059,454.7179,85.2,8.093,High,25.095299
19,7.58,3.16,1.64,4.7375493,110.365906,100.0,5.198,,4.9167986
27,11.6,4.39,0.33,7.8942313,225.53731,97.58,10.281,Medium,3.0833955
18,2.49,2.2,5.38,5.1440687,207.45506,100.0,4.231,Medium,62.520527
30,2.98,2.45,2.76,8.731067,273.45035,100.0,5.602,Medium,54.74317
38,2.44,2.04,0.14,4.012291,270.65152,93.0,,Medium,1.6232129
30,3.85,3.2,2.01,4.0951285,269.4456,98.55,6.782,Medium,8.400337
37,7.41,4.63,2.47,5.789282,172.68794,92.71,6.464,Medium,20.646648
16,8.46,5.82,4.93,6.473083,191.14592,98.12,6.111,High,26.633574
31,2.46,1.54,,5.3737755,300.38297,100.0,,Low,19.151068
34,,3.79,3.3,,213.21638,100.0,,Medium,32.831573
38,,7.79,3.86,6.0302997,225.86969,87.59,8.232,High,
26,4.97,3.0,3.67,8.027139,259.84415,100.0,,Medium,27.047142
32,2.77,1.91,7.79,3.937269,98.64382,100.0,0.728,Low,68.833206
17,3.7,2.23,0.36,8.600201,127.7227,100.0,4.282,Medium,24.42377
15,3.27,1.95,7.61,7.613865,116.973854,100.0,1.332,Low,99.43294
15,3.23,1.3,4.66,5.480817,163.24246,100.0,3.257,Low,56.66921
33,7.19,3.36,6.37,3.6078687,176.91563,100.0,5.544,Medium,49.07703
25,4.46,1.76,3.44,7.0966554,88.44483,100.0,2.858,Low,63.525196
19,5.58,2.33,3.63,5.1245184,217.37819,100.0,6.281,Medium,40.01065
26,11.9,10.52,7.03,5.4819655,127.56042,83.1,6.181,High,22.181128
17,8.84,3.46,7.17,4.9609184,196.33836,100.0,6.089,Medium,58.027527
15,11.49,,1.91,7.5775723,112.102646,96.65,7.332,High,1.4499768
,3.43,2.24,1.59,6.9655957,236.5822,100.0,6.138,Medium,23.181059
22,5.82,3.88,3.97,4.0444,137.85535,,4.959,Medium,12.011481
24,7.55,2.96,7.2,6.818706,216.59048,100.0,5.915,Medium,63.62654
25,2.77,2.15,2.58,7.6775303,193.6029,100.0,4.571,Medium,41.03987
26,2.04,1.57,5.22,3.838963,70.953064,100.0,0.914,,55.064995
27,8.7,3.85,5.67,9.386698,233.68465,100.0,6.949,Medium,75.808304
26,8.42,3.98,6.23,6.818505,,100.0,7.061,Medium,60.864162
28,6.11,5.27,4.51,8.367255,10.482274,100.0,2.582,High,31.98019
16,,5.49,3.22,4.9293847,75.64047,97.72,,High,6.668469
33,6.15,4.42,7.74,8.430474,180.37375,100.0,4.393,Medium,
32,2.24,0.78,4.89,7.363297,114.54586,100.0,2.273,Low,78.78573
17,5.35,2.95,5.83,6.8168073,258.97195,100.0,5.426,Medium,66.32841
37,,2.4,2.76,5.9983234,161.39423,99.62,,Medium,12.018264
31,2.98,1.23,5.36,3.7646742,269.76755,100.0,5.842,Low,75.41536
22,11.57,6.58,2.06,8.687684,184.6139,88.11,8.847,High,-0.16906542
24,7.99,5.28,1.96,7.049421,323.56622,86.57,9.207,High,20.737505
,9.29,4.61,5.72,4.847638,246.05669,100.0,7.869,Medium,24.640211
33,5.15,3.96,4.17,3.735131,147.93863,98.47,4.244,Medium,9.535077
23,5.93,4.77,5.47,4.0271726,264.7824,95.86,7.104,Medium,24.789103
21,,2.16,2.16,7.1497335,280.2545,100.0,,Medium,33.82564
18,2.97,2.39,4.79,6.4492207,61.106155,100.0,1.148,Medium,64.63753
35,3.79,1.37,3.55,6.5481615,167.93916,,4.31,Low,63.629684
32,9.98,8.01,4.78,6.1449404,152.38522,74.67,6.836,High,3.9327512
27,8.78,3.44,2.33,6.929103,263.3171,100.0,9.271,Medium,29.715641
25,7.47,,5.72,6.49226,50.550884,100.0,2.779,Medium,82.131775
38,6.75,,6.45,4.0838366,76.3445,100.0,2.98,Medium,48.554226
18,11.22,6.54,2.08,,268.15417,76.04,10.626,High,
39,2.73,2.31,2.4,4.0352573,39.825462,100.0,1.745,Medium,
35,4.81,2.49,5.29,8.347831,230.42383,100.0,5.418,Medium,81.860306
39,5.5,2.6,5.56,7.5466847,159.56442,100.0,4.422,Medium,46.139236
18,9.82,5.9,5.63,8.50539,131.51093,100.0,5.641,High,21.420029
24,11.93,6.84,5.46,5.617523,121.11984,100.0,6.227,High,21.680536
19,4.41,2.23,3.14,8.014736,112.002754,100.0,3.003,Medium,62.305275
23,10.74,7.69,3.16,6.849953,97.01194,90.54,6.122,High,4.8238487
38,10.31,7.79,2.04,5.9686317,250.32474,73.16,9.363,High,-3.2045097
17,4.25,3.45,1.25,5.203527,179.89078,99.13,5.15,Medium,15.633212
31,5.99,5.29,5.54,8.456397,301.28833,100.0,7.193,High,48.182987
17,6.1,2.81,0.75,8.696902,321.172,93.9,8.765,Medium,19.120525
30,11.78,8.6,7.5,5.2719436,94.1051,97.78,5.38,,24.644756
18,3.81,2.04,6.61,4.6316156,253.58138,100.0,5.002,Medium,84.51425
32,9.99,7.06,6.86,7.1353517,212.02293,97.44,7.377,High,27.191576
31,,3.13,7.25,8.905917,269.43204,100.0,5.535,Medium,84.22779
21,9.31,8.34,3.27,7.6196156,184.32849,83.54,7.314,High,7.9595714
38,6.2,4.57,6.77,5.257541,98.278885,100.0,3.409,Medium,59.334183
37,7.78,6.78,1.26,5.48354,16.748055,86.98,4.072,High,-6.467768
19,10.33,8.27,0.17,5.341097,251.23172,65.52,10.474,High,-5.721555
26,,8.45,6.28,8.797141,251.09148,91.77,8.056,High,33.10962
31,10.66,8.41,0.6,7.3292017,252.25635,70.06,10.35,High,-9.086169
37,2.6,1.5,7.91,7.169663,112.2842,100.0,0.807,Low,98.51333
27,8.92,4.02,5.4,6.1115522,43.60681,100.0,3.56,Medium,24.081102
37,3.4,1.78,6.03,8.525394,53.68396,100.0,1.291,Low,76.50846
,,1.92,1.97,7.6605806,237.60428,100.0,7.429,Low,28.624157
17,7.49,4.6,5.39,9.485474,198.69711,100.0,6.388,,66.4548
23,6.03,3.64,0.35,6.769659,292.87415,90.21,8.89,Medium,-10.0272255
31,7.2,4.43,,8.206493,229.68881,100.0,,Medium,75.19271
31,11.97,10.59,1.36,8.173308,273.6298,57.26,11.377,High,
34,3.35,2.84,5.58,5.837901,180.98383,100.0,3.521,,87.47202
30,8.75,3.47,1.8,,267.84473,91.87,9.295,Medium,13.147047
39,5.96,3.11,0.55,4.5351477,136.13258,96.55,5.555,Medium,-0.102722004
36,3.33,1.85,3.85,8.223352,70.900246,100.0,1.89,Low,
27,3.59,,1.35,8.694958,291.11975,100.0,7.33,Low,28.563461
33,11.49,8.95,5.84,5.54612,73.66304,90.84,5.413,,19.07409
31,10.8,6.64,1.9,,195.09409,81.12,8.83,High,4.1446247
18,11.07,7.12,2.74,7.0990024,42.188766,95.77,5.713,High,-8.530211
26,11.92,9.68,4.54,7.769136,264.68835,76.93,9.898,High,2.5740092
23,4.08,3.2,2.28,8.484509,,100.0,,Medium,16.634653
,5.55,2.11,3.02,8.05067,28.116823,100.0,2.869,Medium,33.557877
26,8.69,6.33,6.52,8.541663,122.80737,100.0,4.809,High,49.443703
23,6.84,3.84,1.43,5.7048287,226.21819,95.41,7.971,Medium,14.094502
21,6.18,2.95,0.66,4.342333,131.62936,100.0,5.212,Medium,11.975163
28,5.58,1.84,2.63,5.239192,73.12804,100.0,3.721,Low,37.32773
34,7.94,4.7,3.4,7.569152,211.95345,100.0,7.17,Medium,32.867016
33,7.76,3.98,4.34,4.8571014,219.40814,97.08,7.178,Medium,19.992863
29,3.61,1.63,2.98,7.2446456,191.08978,100.0,4.031,Low,40.312412
30,,4.82,6.32,5.79879,196.8952,100.0,,Medium,48.56792
35,7.53,5.74,0.31,8.17726,56.05347,91.3,5.172,High,2.369636
19,7.7,3.44,3.45,3.7658763,277.1629,94.22,8.195,Medium,
17,4.1,1.35,3.06,7.8324113,101.3156,100.0,2.712,Low,64.78267
26,9.42,7.62,5.18,7.8734307,158.41183,95.33,6.096,High,
39,2.25,0.69,7.73,8.544001,223.10852,100.0,3.286,Low,81.623634
34,5.55,4.79,4.08,7.5488005,252.8328,100.0,6.211,Medium,25.654177
35,9.8,6.63,7.9,,149.43513,100.0,5.45,High,48.91608
18,7.64,3.77,2.42,9.187068,85.178925,100.0,4.914,Medium,23.136427
35,6.915,2.06,0.25,6.4745593,492.17844,100.0,6.93,Medium,12.446118
37,8.95,2.73,1.33,5.3840394,104.056175,100.0,6.256,Medium,14.960858
30,7.67,3.38,3.16,8.412094,,100.0,,Medium,19.29655
39,9.96,3.81,2.53,7.918704,252.71593,100.0,9.261,Medium,12.072374
21,9.35,6.24,0.78,6.2465363,67.60717,89.82,6.081,High,3.8745086
27,8.1,3.24,3.46,7.3950315,256.94318,100.0,8.332,Medium,45.75314
35,6.88,4.25,2.7,8.235103,161.26402,100.0,5.71,Medium,20.808624
24,3.33,,0.98,9.479174,15.23525,100.0,1.791,Medium,36.252514
21,4.61,2.21,2.37,9.073168,169.76399,100.0,5.194,Medium,45.594906
28,6.19,1.99,7.09,5.3883076,150.13232,100.0,4.148,Low,74.75652
19,7.99,2.58,2.42,7.0896516,209.14566,100.0,7.689,Medium,35.196815
17,7.14,2.25,5.71,4.6280828,192.9711,100.0,4.737,Medium,51.55296
37,4.88,3.63,4.9,5.213703,114.92607,100.0,2.99,Medium,57.036472
,2.06,1.01,3.42,8.014297,178.55699,100.0,3.664,Low,68.42834
25,6.96,5.41,,6.1700625,276.8835,81.08,,High,4.161142
32,7.29,2.72,2.95,6.8166065,471.5762,100.0,6.185,Medium,32.23154
29,9.35,5.35,4.74,7.555563,192.92242,100.0,6.613,High,38.41078
26,2.24,1.36,2.81,8.502337,80.540146,100.0,,,55.54266
23,7.85,5.71,1.72,4.873905,118.705505,87.75,5.849,High,-2.8459678
24,11.41,5.3,0.93,5.5124,219.98268,85.38,9.466,High,-3.9958332
26,3.74,1.39,7.04,6.0746,199.50998,100.0,3.818,Low,100.849205
,6.72,4.26,3.52,5.969061,54.81352,100.0,2.944,Medium,30.432606
20,2.91,1.44,5.0,9.603315,275.6498,100.0,4.975,,78.68029
21,12.39,4.67,3.92,8.341041,360.60312,100.0,6.334,Medium,28.090412
28,7.51,5.17,6.98,6.7464395,290.42868,100.0,7.301,High,52.82337
27,6.07,3.62,4.38,8.440884,51.8073,100.0,2.581,Medium,37.15494
22,7.21,4.85,3.85,6.08884,209.57106,93.22,6.61,,6.23428
24,10.97,6.87,7.4,8.195905,135.62526,100.0,6.305,High,43.324886
23,3.96,2.95,5.76,4.059052,89.444695,100.0,1.632,,66.97124
32,2.23,1.61,0.89,8.050714,225.50468,100.0,4.888,Low,40.431618
16,10.62,6.59,1.42,5.40776,41.565453,84.18,5.784,High,2.8830333
19,7.77,5.5,6.3,4.6321006,122.22055,100.0,5.135,High,48.78646
19,10.91,8.99,6.69,5.4026256,55.936802,89.29,4.048,High,21.267483
20,7.97,4.46,4.36,6.1169105,125.4735,,5.097,Medium,26.340986
33,10.1,5.53,4.44,8.224028,18.212973,100.0,4.318,High,41.297356
22,6.3,4.78,5.06,4.9514647,157.2346,100.0,4.252,Medium,24.05338
30,9.5,6.17,3.51,7.078386,78.65842,100.0,5.957,High,25.215849
27,11.13,3.81,5.44,6.9439645,274.39487,100.0,9.513,Medium,55.681717
15,7.72,6.45,0.87,7.8335657,250.5722,74.73,9.139,High,-0.70222545
36,3.81,1.21,7.69,7.6939516,206.36472,100.0,3.318,Low,108.85097
34,4.69,3.51,6.0,4.4005985,211.98335,100.0,5.105,Medium,28.279753
31,3.99,3.01,5.05,7.3300724,61.744038,100.0,1.76,Medium,
21,4.47,3.9,2.53,9.15802,226.4277,,5.956,Medium,23.087496
39,5.06,1.68,1.29,7.101177,44.605473,100.0,3.363,Low,
27,7.55,4.97,3.27,7.1245327,123.236404,100.0,5.174,Medium,17.257246
18,7.88,4.39,5.29,7.5671835,292.16052,100.0,8.173,Medium,
18,6.26,3.12,5.07,6.231483,15.753018,100.0,2.109,Medium,46.883785
20,8.15,2.89,3.06,6.9866548,,100.0,,Medium,34.200993
33,2.82,1.8,4.91,8.939941,278.32266,100.0,5.377,Low,60.748383
26,4.32,1.69,6.51,3.640417,188.20035,100.0,1.387,Low,66.745125
36,3.72,1.35,0.21,8.713584,40.027374,100.0,3.017,Low,60.3784
21,7.18,4.79,3.6,4.920781,290.02466,93.66,8.25,Medium,1.2401477
24,4.14,3.08,6.07,6.001707,231.09604,100.0,4.969,Medium,61.02375
33,4.83,3.67,4.37,8.196638,65.06722,100.0,2.764,,57.030495
21,6.0,5.06,5.21,8.051646,217.94485,100.0,5.397,High,33.369778
17,10.12,5.52,4.13,7.6729236,50.183636,100.0,4.781,High,39.91921
27,2.14,1.87,7.93,9.827965,320.49457,100.0,4.571,Low,104.28797
,8.49,6.96,,6.1565585,249.39197,73.64,8.813,High,1.9242204
32,8.69,4.15,3.93,6.9696574,85.168625,100.0,4.626,Medium,26.189938
34,9.99,3.95,0.73,5.9658337,123.768814,100.0,6.756,Medium,11.967512
22,11.33,6.36,1.28,5.816141,243.65915,69.86,9.541,High,1.1273953
23,2.2,1.19,3.06,5.7350135,226.92305,100.0,4.562,Low,66.47416
21,3.54,2.28,1.24,7.6090446,,100.0,2.038,Medium,20.15799
,10.86,7.06,7.71,6.0400133,222.53195,99.16,7.937,High,45.583256
17,6.59,4.94,7.57,7.955004,224.98114,100.0,5.264,Medium,
27,7.65,4.64,,7.1064396,239.01817,,8.198,Medium,23.95144
39,8.63,3.13,5.12,4.5690627,296.6983,100.0,8.559,Medium,17.840437
31,8.79,7.16,4.27,6.9748845,100.638054,100.0,5.474,High,32.958252
39,11.32,5.5,6.52,6.195034,251.50876,100.0,8.484,High,56.88261
38,11.97,10.57,5.02,6.5914845,129.84651,80.79,6.939,High,-3.934559
15,9.2,3.41,0.0,8.405142,78.44653,94.63,6.28,Medium,8.7984495
20,4.87,4.26,6.11,6.9417667,154.74443,100.0,3.882,Medium,59.07729
35,10.8,3.83,5.97,8.769855,66.05967,100.0,4.749,Medium,
20,2.49,1.09,4.08,7.5591474,,100.0,,Low,59.095436
26,4.31,1.41,7.22,7.114166,254.53365,100.0,5.109,Low,102.39082
27,10.97,7.93,7.27,8.236218,149.93874,100.0,6.204,High,50.097603
,4.56,3.69,4.19,4.5613947,99.66923,100.0,3.103,Medium,42.37187
29,4.21,,4.86,4.64531,234.40874,100.0,5.767,Medium,49.07428
35,3.38,2.9,7.97,4.4662113,275.20148,,4.599,Medium,69.67808
30,10.59,6.93,2.39,6.4126654,282.6609,79.39,10.278,High,0.04381108
36,7.0,4.75,2.6,5.5722837,276.73608,95.82,8.08,Medium,20.721806
35,8.75,7.06,1.46,9.571007,229.78276,88.46,8.417,High,4.7125487
